Post,Date,Views,Replies,Upvotes,Link,Resolved
Unity Transfer calls to an extensions,02-23-2018,163,0,0,https://supportforums.cisco.com//t5/ip-telephony/unity-transfer-calls-to-an-extensions/td-p/3336732,0
Cisco UAC Advanced  run without admin ,02-23-2018,170,0,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-uac-advanced-run-without-admin-rights/td-p/3336710,0
CALLER ID NOT TO SEE THROUGHT AA SERVIC,02-21-2018,231,8,0,https://supportforums.cisco.com//t5/ip-telephony/caller-id-not-to-see-throught-aa-service/td-p/3335530,1
Cisco IP phone 3905 not making calls wi,02-16-2018,331,11,10,https://supportforums.cisco.com//t5/ip-telephony/cisco-ip-phone-3905-not-making-calls-with-cme-10-5-isr4321/td-p/3332337,1
Factory Reset 8821,06-19-2017,6007,4,15,https://supportforums.cisco.com//t5/ip-telephony/factory-reset-8821/td-p/3078540,1
Message on CUCM,02-23-2018,138,2,0,https://supportforums.cisco.com//t5/ip-telephony/message-on-cucm/td-p/3336606,0
FXO disconnect issue  off hook,02-20-2018,140,5,0,https://supportforums.cisco.com//t5/ip-telephony/fxo-disconnect-issue-off-hook/td-p/3334291,0
Same loopback interface for SIP  H323,11-17-2017,428,3,0,https://supportforums.cisco.com//t5/ip-telephony/same-loopback-interface-for-sip-amp-h323/td-p/3218611,1
CUCM  CUPM,02-22-2018,139,1,0,https://supportforums.cisco.com//t5/ip-telephony/cucm-amp-cupm/td-p/3336385,0
busy signal after second OUTCOMING call,02-22-2018,154,2,0,https://supportforums.cisco.com//t5/ip-telephony/busy-signal-after-second-outcoming-call-on-cucm-second-incoming/td-p/3336415,0
Voice over IP Design Challenges,02-22-2018,205,3,0,https://supportforums.cisco.com//t5/ip-telephony/voice-over-ip-design-challenges/td-p/3335718,1
SSO redirect to ADFS login page,04-11-2016,432,5,0,https://supportforums.cisco.com//t5/ip-telephony/sso-redirect-to-adfs-login-page/td-p/2906654,0
CUC Alternate Extension notification,02-22-2018,193,2,0,https://supportforums.cisco.com//t5/ip-telephony/cuc-alternate-extension-notification/td-p/3336264,1
Cant configure alternative ringtones f,02-22-2018,161,2,5,https://supportforums.cisco.com//t5/ip-telephony/can-t-configure-alternative-ringtones-for-sip-lines-on-ip-phone/td-p/3336246,1
Call Log History for calls answered by ,02-22-2018,112,1,0,https://supportforums.cisco.com//t5/ip-telephony/call-log-history-for-calls-answered-by-assistant/td-p/3336092,0
3rd Party SIP phones AGGGG,02-08-2018,309,6,10,https://supportforums.cisco.com//t5/ip-telephony/3rd-party-sip-phones-agggg/td-p/3327893,0
Transcoding,02-22-2018,115,5,0,https://supportforums.cisco.com//t5/ip-telephony/transcoding/td-p/3336081,0
Interdigit timout for all outgoing cal,02-21-2018,230,8,5,https://supportforums.cisco.com//t5/ip-telephony/inter-digit-timout-for-all-outgoing-calls/td-p/3335342,1
Restore configuration on CUCM from BACK,02-21-2018,206,11,20,https://supportforums.cisco.com//t5/ip-telephony/restore-configuration-on-cucm-from-backup/td-p/3335089,0
CUBE MultiVRF Limitations,02-21-2018,247,9,0,https://supportforums.cisco.com//t5/ip-telephony/cube-multivrf-limitations/td-p/3335479,1
9971 camera disconnected in the middle ,03-01-2016,92,3,0,https://supportforums.cisco.com//t5/ip-telephony/9971-camera-disconnected-in-the-middle-of-video-call/td-p/2854050,0
8821 SSID naming problem,02-22-2018,137,2,0,https://supportforums.cisco.com//t5/ip-telephony/8821-ssid-naming-problem/td-p/3335756,1
8821 with CME loosing registration,02-22-2018,145,2,0,https://supportforums.cisco.com//t5/ip-telephony/8821-with-cme-loosing-registration/td-p/3335680,0
Which ports do Phones offer in SDP with,02-22-2018,143,4,0,https://supportforums.cisco.com//t5/ip-telephony/which-ports-do-phones-offer-in-sdp-with-sip/td-p/3335737,1
Cisco Phone Doesnt boot,02-20-2018,253,18,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-phone-doesn-t-boot/td-p/3334297,0
Allow SSH to CUCM Publisher,11-14-2017,665,9,15,https://supportforums.cisco.com//t5/ip-telephony/allow-ssh-to-cucm-publisher/td-p/3216332,0
2nd call on hold when hunt pilot no ans,02-21-2018,181,4,5,https://supportforums.cisco.com//t5/ip-telephony/2nd-call-on-hold-when-hunt-pilot-no-answer/td-p/3335565,0
Extension mobility question,02-21-2018,147,0,0,https://supportforums.cisco.com//t5/ip-telephony/extension-mobility-question/td-p/3335620,0
BAT to update controlled devices while ,02-21-2018,171,4,5,https://supportforums.cisco.com//t5/ip-telephony/bat-to-update-controlled-devices-while-ldap-sync-is-enabled/td-p/3335316,1
CUCM 110  cannot upload firmware  e,03-03-2016,1870,10,30,https://supportforums.cisco.com//t5/ip-telephony/cucm-11-0-cannot-upload-firmware-error-encountered-md5-issue/td-p/2867623,1
Cisco 8961 Product Specific Configurati,02-21-2018,114,2,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-8961-product-specific-configuration/td-p/3335346,0
CUCM 110 MultiSAN Certificate is not,02-20-2018,143,4,0,https://supportforums.cisco.com//t5/ip-telephony/cucm-11-0-multi-san-certificate-is-not-working/td-p/3334298,0
CER and Switch Reboots,02-21-2018,169,0,0,https://supportforums.cisco.com//t5/ip-telephony/cer-and-switch-reboots/td-p/3335390,0
CUCM LDAP,02-21-2018,125,1,5,https://supportforums.cisco.com//t5/ip-telephony/cucm-ldap/td-p/3335171,1
Multiple SIP trunk termination on Singl,02-20-2018,150,11,0,https://supportforums.cisco.com//t5/ip-telephony/multiple-sip-trunk-termination-on-single-ethernet-interface/td-p/3334132,0
CME to SfB IntegrationIssue with inter,02-15-2018,416,25,10,https://supportforums.cisco.com//t5/ip-telephony/cme-to-sfb-integration-issue-with-intersite-calls/td-p/3331525,0
PVDM432 support on Cisco 3900 series v,02-21-2018,149,8,0,https://supportforums.cisco.com//t5/ip-telephony/pvdm4-32-support-on-cisco-3900-series-voice-gateway/td-p/3335059,0
How to make the AA via directly dial to,02-20-2018,151,6,5,https://supportforums.cisco.com//t5/ip-telephony/how-to-make-the-aa-via-directly-dial-to-internal-extension/td-p/3334390,1
Cisco Collaboration Systems 115 VS Cis,02-21-2018,276,1,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-collaboration-systems-11-5-vs-cisco-collaboration-systems/td-p/3335046,1
Hunt Group Setup,02-21-2018,107,2,0,https://supportforums.cisco.com//t5/ip-telephony/hunt-group-setup/td-p/3334879,0
Recording via builtinbridge on 78xx,09-11-2014,765,9,0,https://supportforums.cisco.com//t5/ip-telephony/recording-via-built-in-bridge-on-78xx/td-p/2534212,0
CME Hardware Conference using SIP IP Ph,02-12-2018,549,20,10,https://supportforums.cisco.com//t5/ip-telephony/cme-hardware-conference-using-sip-ip-phones-not-working/td-p/3329826,1
PLAR with Shared Line on CUCM 105,02-20-2018,149,5,15,https://supportforums.cisco.com//t5/ip-telephony/plar-with-shared-line-on-cucm-10-5/td-p/3334810,0
How to determine who dropped the call f,02-20-2018,113,2,0,https://supportforums.cisco.com//t5/ip-telephony/how-to-determine-who-dropped-the-call-first-in-cucm/td-p/3334831,0
There are no answer for the SIP invite ,02-20-2018,307,7,5,https://supportforums.cisco.com//t5/ip-telephony/there-are-no-answer-for-the-sip-invite-on-cisco-gateway/td-p/3334489,1
RDP transfer fail,02-19-2018,142,3,0,https://supportforums.cisco.com//t5/ip-telephony/rdp-transfer-fail/td-p/3334061,0
How to determine who dropped the call f,02-02-2016,600,4,0,https://supportforums.cisco.com//t5/ip-telephony/how-to-determine-who-dropped-the-call-first-in-uccx-cucm/td-p/2780175,0
Autoprovisioning cisco 8865 with broads,02-13-2018,173,6,0,https://supportforums.cisco.com//t5/ip-telephony/autoprovisioning-cisco-8865-with-broadsoft/td-p/3330348,0
Configuring Cisco Unity Express,02-20-2018,100,2,0,https://supportforums.cisco.com//t5/ip-telephony/configuring-cisco-unity-express/td-p/3334509,0
DialPlan Cisco ATA 186,02-13-2018,185,2,0,https://supportforums.cisco.com//t5/ip-telephony/dialplan-cisco-ata-186/td-p/3330067,0
CUBECUCM Blocking based on CNAM,02-19-2018,195,5,0,https://supportforums.cisco.com//t5/ip-telephony/cube-cucm-blocking-based-on-cnam/td-p/3333722,0
Root access on the CP8851,02-20-2018,128,11,0,https://supportforums.cisco.com//t5/ip-telephony/root-access-on-the-cp-8851/td-p/3334347,0
TCL SCRIPT error,02-20-2018,200,6,5,https://supportforums.cisco.com//t5/ip-telephony/tcl-script-error/td-p/3334106,1
CUCM  adding CUC or CUE what licences,02-19-2018,152,3,0,https://supportforums.cisco.com//t5/ip-telephony/cucm-adding-cuc-or-cue-what-licences/td-p/3333541,0
Need help in CME 115  SIP phone,02-20-2018,182,2,5,https://supportforums.cisco.com//t5/ip-telephony/need-help-in-cme-11-5-amp-sip-phone/td-p/3334214,1
Cisco Phone automatically unregister an,02-10-2018,253,4,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-phone-automatically-unregister-and-register-when-isdn-call/td-p/3328665,0
Blocking Agent Display name from appear,02-20-2018,123,0,0,https://supportforums.cisco.com//t5/ip-telephony/blocking-agent-display-name-from-appearing-to-certain-callers/td-p/3334357,0
IPT Solution,02-18-2018,220,6,0,https://supportforums.cisco.com//t5/ip-telephony/ipt-solution/td-p/3333131,1
Cisco ISR4321 with Auto attendend featu,02-16-2018,258,11,5,https://supportforums.cisco.com//t5/ip-telephony/cisco-isr4321-with-auto-attendend-features-not-working/td-p/3332343,1
incoming call from ITSP to extnsion in ,02-13-2018,276,11,0,https://supportforums.cisco.com//t5/ip-telephony/incoming-call-from-itsp-to-extnsion-in-cucm-fails/td-p/3330062,0
CME FAX ISSUE,02-13-2018,345,14,0,https://supportforums.cisco.com//t5/ip-telephony/cme-fax-issue/td-p/3330381,1
EF traffic Monitoring,02-20-2018,105,1,0,https://supportforums.cisco.com//t5/ip-telephony/ef-traffic-monitoring/td-p/3334156,0
Deleting Expired CAPF certs is causing ,02-20-2018,223,1,0,https://supportforums.cisco.com//t5/ip-telephony/deleting-expired-capf-certs-is-causing-around-75-of-phones-to/td-p/3334182,1
Call back function for testing phones u,02-19-2018,134,3,5,https://supportforums.cisco.com//t5/ip-telephony/call-back-function-for-testing-phones-using-cisco-unity/td-p/3333961,1
FXO incoming call disconnect problem,03-13-2013,7979,25,97,https://supportforums.cisco.com//t5/ip-telephony/fxo-incoming-call-disconnect-problem/td-p/2203774,0
Subscriber upgrade,02-13-2018,156,4,0,https://supportforums.cisco.com//t5/ip-telephony/subscriber-upgrade/td-p/3330591,0
CUCM Publisher and TFTP OVA Upgrade,02-19-2018,133,4,10,https://supportforums.cisco.com//t5/ip-telephony/cucm-publisher-and-tftp-ova-upgrade/td-p/3333964,0
Unable to setup the call,02-19-2018,203,2,0,https://supportforums.cisco.com//t5/ip-telephony/unable-to-setup-the-call/td-p/3333994,1
Cisco ATA vs MELT auto redial,02-19-2018,171,0,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-ata-vs-melt-auto-redial/td-p/3333948,0
Ghost Calls from different Numbers on A,02-10-2018,282,10,0,https://supportforums.cisco.com//t5/ip-telephony/ghost-calls-from-different-numbers-on-acme-servers/td-p/3328667,0
8841 stuck on detecting network,10-11-2016,2651,6,0,https://supportforums.cisco.com//t5/ip-telephony/8841-stuck-on-detecting-network/td-p/2998893,0
Cisco 6941 wrong time in CUCM 115,02-19-2018,173,0,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-6941-wrong-time-in-cucm-11-5/td-p/3333764,0
CUCM 105 Domain name wrong in IP phone,02-19-2018,143,0,0,https://supportforums.cisco.com//t5/ip-telephony/cucm-10-5-domain-name-wrong-in-ip-phone/td-p/3333731,0
CUCM Database Replication,02-19-2018,119,1,0,https://supportforums.cisco.com//t5/ip-telephony/cucm-database-replication/td-p/3333704,0
EM  Owner User ID Why,03-21-2014,6061,27,15,https://supportforums.cisco.com//t5/ip-telephony/em-owner-user-id-why/td-p/2491872,0
SIP  Early Media,02-17-2018,321,6,0,https://supportforums.cisco.com//t5/ip-telephony/sip-early-media/td-p/3333006,1
Cisco jabber RTP port range,02-19-2018,163,0,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-jabber-rtp-port-range/td-p/3333483,0
Capf in nonsecure mode,02-19-2018,128,0,0,https://supportforums.cisco.com//t5/ip-telephony/capf-in-non-secure-mode/td-p/3333468,0
3rd party SIP phones supported in Cisco,02-15-2018,531,6,10,https://supportforums.cisco.com//t5/ip-telephony/3rd-party-sip-phones-supported-in-cisco-cucm-v9-0-onwards/td-p/3332223,0
Change CUCM server to the new one and h,02-15-2018,245,13,0,https://supportforums.cisco.com//t5/ip-telephony/change-cucm-server-to-the-new-one-and-have-to-reset-ip-phone/td-p/3331574,0
Cisco CP8961 SIP Firmware ntp not wo,02-17-2018,323,9,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-cp-8961-sip-firmware-ntp-not-work/td-p/3333098,0
Need suggestion on cluster reboot,02-17-2018,237,3,0,https://supportforums.cisco.com//t5/ip-telephony/need-suggestion-on-cluster-reboot/td-p/3332903,1
Cisco 3905 image downloading fail,03-21-2013,8753,37,89,https://supportforums.cisco.com//t5/ip-telephony/cisco-3905-image-downloading-fail/td-p/2156695,0
MGCP gateway with SIP trunk,02-16-2018,306,3,0,https://supportforums.cisco.com//t5/ip-telephony/mgcp-gateway-with-sip-trunk/td-p/3332843,0
Calls from Mexico are dropping,02-16-2018,176,2,10,https://supportforums.cisco.com//t5/ip-telephony/calls-from-mexico-are-dropping/td-p/3332720,0
7965 Not Disconnecting Calls,02-16-2018,143,2,0,https://supportforums.cisco.com//t5/ip-telephony/7965-not-disconnecting-calls/td-p/3332770,0
Cisco IP Phone 3905 image downloading f,02-16-2018,335,6,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-ip-phone-3905-image-downloading-failure/td-p/3332801,1
Need help with SQL query to get phone d,04-22-2015,1349,8,15,https://supportforums.cisco.com//t5/ip-telephony/need-help-with-sql-query-to-get-phone-device-count-per-device/td-p/2638060,1
CUBESIP trunks,02-13-2018,402,13,5,https://supportforums.cisco.com//t5/ip-telephony/cube-sip-trunks/td-p/3330082,1
VoiceMail in ISR4351v CME,02-16-2018,253,6,0,https://supportforums.cisco.com//t5/ip-telephony/voicemail-in-isr4351-v-cme/td-p/3332685,0
CME105 CallerID lost after Call Pick,11-20-2015,245,5,0,https://supportforums.cisco.com//t5/ip-telephony/cme10-5-caller-id-lost-after-call-pickup-service-uri-pickup/td-p/2800662,0
transferred calls lose caller ID but CF,11-10-2017,344,6,5,https://supportforums.cisco.com//t5/ip-telephony/transferred-calls-lose-caller-id-but-cfa-do-not/td-p/3214783,0
cme sipphone consult transfer not chan,02-12-2018,480,18,5,https://supportforums.cisco.com//t5/ip-telephony/cme-sip-phone-consult-transfer-not-changing-caller-id/td-p/3329624,1
UC540 Factory Reset Help,07-03-2012,10214,14,20,https://supportforums.cisco.com//t5/ip-telephony/uc540-factory-reset-help/td-p/1984509,0
Bootloop after Factory Reset,02-16-2018,186,2,0,https://supportforums.cisco.com//t5/ip-telephony/bootloop-after-factory-reset/td-p/3332484,0
Issues with Background Image on Cisco 7,02-15-2018,148,2,0,https://supportforums.cisco.com//t5/ip-telephony/issues-with-background-image-on-cisco-7940/td-p/3331982,0
CUCM 43,02-15-2018,189,5,10,https://supportforums.cisco.com//t5/ip-telephony/cucm-4-3/td-p/3331688,0
PAI from inc 180 not the same as out 18,02-15-2018,177,3,0,https://supportforums.cisco.com//t5/ip-telephony/pai-from-inc-180-not-the-same-as-out-183/td-p/3331687,0
CUCM 105 and Remote VPN Phone Setup Re,02-16-2018,148,1,0,https://supportforums.cisco.com//t5/ip-telephony/cucm-10-5-and-remote-vpn-phone-setup-requirements/td-p/3332406,0
CUBE dialpeer busyout warning,02-16-2018,350,3,0,https://supportforums.cisco.com//t5/ip-telephony/cube-dial-peer-busyout-warning/td-p/3332399,0
4321 with UCSE 140N for CUE virtual,02-15-2018,169,4,0,https://supportforums.cisco.com//t5/ip-telephony/4321-with-ucse-140n-for-cue-virtual/td-p/3331849,0
CUBE  SIP SIP20 400 Bad Request,02-15-2018,308,7,10,https://supportforums.cisco.com//t5/ip-telephony/cube-sip-sip-2-0-400-bad-request/td-p/3331564,1
DX650 Outgoing Calls Failed,02-16-2018,192,1,0,https://supportforums.cisco.com//t5/ip-telephony/dx650-outgoing-calls-failed/td-p/3332319,1
Hunt Pilot and Call Forward setting CUC,11-18-2013,5755,4,0,https://supportforums.cisco.com//t5/ip-telephony/hunt-pilot-and-call-forward-setting-cucm-9-1/td-p/2377508,1
How to find publisher node in the clust,07-12-2016,672,10,15,https://supportforums.cisco.com//t5/ip-telephony/how-to-find-publisher-node-in-the-cluster/td-p/2922457,1
Update CCM1 CCM2 Directory Services o,02-15-2018,175,0,0,https://supportforums.cisco.com//t5/ip-telephony/update-ccm1-ccm2-directory-services-on-7940-sip-phone/td-p/3332162,0
CP88613PCCK9 Upgrade Failure,09-25-2017,635,6,0,https://supportforums.cisco.com//t5/ip-telephony/cp-8861-3pcc-k9-upgrade-failure/td-p/3189173,1
Update CCM1 CCM2 listings on Cisco pho,02-07-2018,308,4,0,https://supportforums.cisco.com//t5/ip-telephony/update-ccm1-ccm2-listings-on-cisco-phone-7940/td-p/3327213,1
BAT configuration import fails after CU,11-18-2014,1057,9,0,https://supportforums.cisco.com//t5/ip-telephony/bat-configuration-import-fails-after-cucm-upgrade-from-10-0-to/td-p/2567787,0
Unity Connection Support for Exchange 2,12-16-2015,1028,5,1,https://supportforums.cisco.com//t5/ip-telephony/unity-connection-support-for-exchange-2016/td-p/2795002,0
Cisco phones register with SFB BToE,02-15-2018,191,0,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-phones-register-with-sfb-btoe/td-p/3331945,0
CUCM 8x DNS Change,02-15-2018,131,2,0,https://supportforums.cisco.com//t5/ip-telephony/cucm-8-x-dns-change/td-p/3331695,0
Can you setup incoming caller id on an ,02-15-2018,123,1,0,https://supportforums.cisco.com//t5/ip-telephony/can-you-setup-incoming-caller-id-on-an-mgcp-enabled-gateway-with/td-p/3331844,0
Need Cisco Unity Express Script Editor ,02-15-2018,126,1,0,https://supportforums.cisco.com//t5/ip-telephony/need-cisco-unity-express-script-editor-for-version-3-0/td-p/3331663,0
Using Jabber without CUCM,02-15-2018,144,1,0,https://supportforums.cisco.com//t5/ip-telephony/using-jabber-without-cucm/td-p/3331791,1
Call recording  Verint issue,01-17-2018,236,1,0,https://supportforums.cisco.com//t5/ip-telephony/call-recording-verint-issue/td-p/3312913,0
CME Deployment using SIP to ISDN Conver,02-15-2018,130,1,0,https://supportforums.cisco.com//t5/ip-telephony/cme-deployment-using-sip-to-isdn-converter/td-p/3331621,0
Cisco 8831 Wireless Mic Config,02-15-2018,241,0,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-8831-wireless-mic-config/td-p/3331705,0
Understanding Node ID on CUCM 7,01-14-2010,2178,6,10,https://supportforums.cisco.com//t5/ip-telephony/understanding-node-id-on-cucm-7/td-p/1372784,1
Add TransfVM softly to Cisco 7940 SIP C,02-14-2018,133,2,0,https://supportforums.cisco.com//t5/ip-telephony/add-transfvm-softly-to-cisco-7940-sip-configuration/td-p/3331301,0
CUCM PUB is crashed,02-13-2018,207,5,0,https://supportforums.cisco.com//t5/ip-telephony/cucm-pub-is-crashed/td-p/3329991,1
8821 Wireless phone,02-14-2018,193,2,0,https://supportforums.cisco.com//t5/ip-telephony/8821-wireless-phone/td-p/3331347,0
Calls not completing  102 Call termi,02-14-2018,173,1,0,https://supportforums.cisco.com//t5/ip-telephony/calls-not-completing-102-call-terminated-when-timer-expired/td-p/3331373,0
Registering Third party grandstream GXP,02-14-2018,322,1,5,https://supportforums.cisco.com//t5/ip-telephony/registering-third-party-grandstream-gxp1625-sip-phone-with-cucm/td-p/3331448,0
Hunt Group to external number fail fas,02-07-2018,278,22,0,https://supportforums.cisco.com//t5/ip-telephony/hunt-group-to-external-number-fail-fast-busy-cme-8-6/td-p/3326820,0
DTMFRelay SIP trunk not working after ,02-12-2018,322,6,5,https://supportforums.cisco.com//t5/ip-telephony/dtmf-relay-sip-trunk-not-working-after-upgrading-ios-from-12-4/td-p/3329757,1
SIP Early Offer vs Delayed Offer,02-14-2018,401,1,5,https://supportforums.cisco.com//t5/ip-telephony/sip-early-offer-vs-delayed-offer/td-p/3331356,0
one schedule voicemail 2 greeting messa,02-14-2018,144,2,0,https://supportforums.cisco.com//t5/ip-telephony/one-schedule-voicemail-2-greeting-message/td-p/3331332,0
Random TCPtimeouts on 8845 phones,10-11-2017,635,5,10,https://supportforums.cisco.com//t5/ip-telephony/random-tcp-timeouts-on-8845-phones/td-p/3197334,0
AD LDS Authentication,02-14-2018,202,0,0,https://supportforums.cisco.com//t5/ip-telephony/ad-lds-authentication/td-p/3331215,0
CUBE High Availability,10-21-2016,214,8,0,https://supportforums.cisco.com//t5/ip-telephony/cube-high-availability/td-p/2969397,1
Small Gateway to use with UCM,02-14-2018,154,2,10,https://supportforums.cisco.com//t5/ip-telephony/small-gateway-to-use-with-ucm/td-p/3331092,1
Automatic SPA504G configuration,02-14-2018,149,0,0,https://supportforums.cisco.com//t5/ip-telephony/automatic-spa504g-configuration/td-p/3331089,0
Cisco Call Manager Metrics using CDR,02-14-2018,126,2,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-call-manager-metrics-using-cdr/td-p/3330912,0
Incorrect destination  correct sip add,02-13-2018,223,6,0,https://supportforums.cisco.com//t5/ip-telephony/incorrect-destination-correct-sip-address/td-p/3330552,1
Unity Connection 1151SU2 Connection ,04-26-2017,491,3,0,https://supportforums.cisco.com//t5/ip-telephony/unity-connection-11-5-1-su2-connection-rest-service-wont-start/td-p/3083515,0
FXO Disconnect Problem ,07-14-2009,5282,24,10,https://supportforums.cisco.com//t5/ip-telephony/fxo-disconnect-problem/td-p/1342590,1
BE6K ESXCIMC Upgrade,02-14-2018,118,0,0,https://supportforums.cisco.com//t5/ip-telephony/be6k-esx-cimc-upgrade/td-p/3331063,0
What will happen when phone reset in SR,02-13-2018,146,2,0,https://supportforums.cisco.com//t5/ip-telephony/what-will-happen-when-phone-reset-in-srst-mode/td-p/3330613,1
Cisco 7821 switch from CUCM firmware t,09-21-2016,921,6,10,https://supportforums.cisco.com//t5/ip-telephony/cisco-7821-switch-from-cucm-firmware-to-3rd-party-call-control/td-p/2988581,1
Call flow for VG310 configured in CUCM ,02-13-2018,130,2,0,https://supportforums.cisco.com//t5/ip-telephony/call-flow-for-vg310-configured-in-cucm-with-mgcp/td-p/3330611,0
Inbound SIP Call Issue  Error 404,02-14-2018,113,4,0,https://supportforums.cisco.com//t5/ip-telephony/inbound-sip-call-issue-error-404/td-p/3330906,0
Need Help regarding License for CUCM,02-13-2018,96,2,0,https://supportforums.cisco.com//t5/ip-telephony/need-help-regarding-license-for-cucm/td-p/3330559,0
Users get fast busy when trying a speci,02-14-2018,91,6,0,https://supportforums.cisco.com//t5/ip-telephony/users-get-fast-busy-when-trying-a-specific-extension/td-p/3330821,0
CUCM 612 publisher database is down,02-14-2018,136,4,5,https://supportforums.cisco.com//t5/ip-telephony/cucm-6-1-2-publisher-database-is-down/td-p/3330931,1
Cisco 88513PCC cannot power on CPBEKE,02-14-2018,115,0,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-8851-3pcc-cannot-power-on-cp-bekem/td-p/3330954,0
Configure Directory XML URL for IP 7940,02-06-2018,642,12,5,https://supportforums.cisco.com//t5/ip-telephony/configure-directory-xml-url-for-ip-7940-phone-not-associated/td-p/3326131,1
CME 8841sip transfer,01-30-2018,173,4,0,https://supportforums.cisco.com//t5/ip-telephony/cme-8841-sip-transfer/td-p/3322252,0
Replacing 2901 with 4321  E1 voice  ,02-12-2018,303,4,5,https://supportforums.cisco.com//t5/ip-telephony/replacing-2901-with-4321-e1-voice-network-clock-participate/td-p/3329835,0
Block incoming  outgoing calls interna,02-13-2018,190,5,0,https://supportforums.cisco.com//t5/ip-telephony/block-incoming-amp-outgoing-calls-internal-and-externally-on/td-p/3329858,1
Calling Number on Transfer from Cisco U,02-14-2018,123,0,0,https://supportforums.cisco.com//t5/ip-telephony/calling-number-on-transfer-from-cisco-unity-with-sip-integration/td-p/3330713,0
Intercom extension the same as phones ,02-13-2018,83,1,0,https://supportforums.cisco.com//t5/ip-telephony/intercom-extension-the-same-as-phone-s-extension-in-cucm/td-p/3330647,0
Expressway C and E cluster,02-04-2018,203,5,5,https://supportforums.cisco.com//t5/ip-telephony/expressway-c-and-e-cluster/td-p/3324916,0
Same Translation Profile Different Num,02-13-2018,99,2,0,https://supportforums.cisco.com//t5/ip-telephony/same-translation-profile-different-number-to-call/td-p/3330547,0
Is it possible to record a call to a IP,02-12-2018,179,3,10,https://supportforums.cisco.com//t5/ip-telephony/is-it-possible-to-record-a-call-to-a-ip-phone-7940-in-a-cisco/td-p/3329174,0
SIP registration help,02-13-2018,166,5,0,https://supportforums.cisco.com//t5/ip-telephony/sip-registration-help/td-p/3330460,1
FAX with CUCM,02-13-2018,141,2,5,https://supportforums.cisco.com//t5/ip-telephony/fax-with-cucm/td-p/3330215,0
IP 8821 phone network busy,01-17-2017,736,5,0,https://supportforums.cisco.com//t5/ip-telephony/ip-8821-phone-quot-network-busy-quot/td-p/3009620,0
CUCM 105 Install and Upgrade Guide,07-18-2016,533,2,5,https://supportforums.cisco.com//t5/ip-telephony/cucm-10-5-install-and-upgrade-guide/td-p/2933549,0
Need Assistance with Route Pattern,02-13-2018,192,10,5,https://supportforums.cisco.com//t5/ip-telephony/need-assistance-with-route-pattern/td-p/3330133,1
Update 8865 firmware to use 3PCC,06-02-2016,419,7,0,https://supportforums.cisco.com//t5/ip-telephony/update-8865-firmware-to-use-3pcc/td-p/2866725,0
sipua hostname question,02-13-2018,148,3,0,https://supportforums.cisco.com//t5/ip-telephony/sip-ua-hostname-question/td-p/3330262,0
User creation via CUCM when synchronize,02-07-2018,185,3,10,https://supportforums.cisco.com//t5/ip-telephony/user-creation-via-cucm-when-synchronized-with-ldap/td-p/3327206,1
SIP TO SIP,01-12-2018,397,13,0,https://supportforums.cisco.com//t5/ip-telephony/sip-to-sip/td-p/3310695,1
CUCM 115 licensing,02-11-2018,825,14,0,https://supportforums.cisco.com//t5/ip-telephony/cucm-11-5-licensing/td-p/3328963,0
Issue changing from 3PCC to Enterprise ,02-12-2018,157,3,0,https://supportforums.cisco.com//t5/ip-telephony/issue-changing-from-3pcc-to-enterprise-on-cisco-8861/td-p/3329711,0
CIPCs not registering from the network,02-05-2018,198,5,0,https://supportforums.cisco.com//t5/ip-telephony/cipcs-not-registering-from-the-network/td-p/3325579,1
CME with GSM Device,02-13-2018,150,4,5,https://supportforums.cisco.com//t5/ip-telephony/cme-with-gsm-device/td-p/3329867,1
migrate 615 to 115 Bulk certificate ,02-12-2018,170,6,5,https://supportforums.cisco.com//t5/ip-telephony/migrate-6-1-5-to-11-5-bulk-certificate-management-in-6-1-5-for/td-p/3329281,0
Options on ISR 4000 series,02-13-2018,229,3,5,https://supportforums.cisco.com//t5/ip-telephony/options-on-isr-4000-series/td-p/3329971,1
SIP trunk CUCM 115  Ayava CS1K and D,02-13-2018,151,2,0,https://supportforums.cisco.com//t5/ip-telephony/sip-trunk-cucm-11-5-gt-ayava-cs1k-and-dns-issue/td-p/3329925,0
Attendant console  Need clarification,02-12-2018,195,2,0,https://supportforums.cisco.com//t5/ip-telephony/attendant-console-need-clarification/td-p/3329173,1
Cisco 8861 3pcc asking for non standard,02-12-2018,178,3,0,https://supportforums.cisco.com//t5/ip-telephony/cisco-8861-3pcc-asking-for-non-standard-files-via-tftp/td-p/3329651,1
