Heading,Content,Replies
ASR907 IOS XE Upgrade,HiI try to upgrade an ASR907 with dual RSP3C from IOS 1661  1663 The installation script failed with the error message FAILED ISSU compatibility check failed I removed the whole config execpt the Lineredundancy mode sso Starting ISSU compatibility verification FAILED ISSU compatibility check failedMar 29 163011005 IOSXE3PLATFORM SIP1 Mar 29 163011 provisionsh INSTALL3OPERATIONERRORMESSAGE Failed to install package stbybootflashImagersp3031804SP1562SP4extpkg Error ISSU compatibility check failedMar 29 163016639 IOSXE5PLATFORM SIP0 Mar 29 163016 provisionsh INSTALL5OPERATIONCOMPLETEDINFO Completed install package stbybootflashImagersp3031804SP1562SP4extpkgFAILED Stage 1 for subpackage node ISSU failedhas anyone had this problem alreadythanks for support,
Secure secondary connection over public internet,Hello all I am in the process of trying to determine the best method for a secure backup connection over a public internet link Right now our Primary is an MPLS via ATT with BGP If that fails for any reaosn Id like our branch sites to be able to use the public internet to tunnel back to our main office Right now I am leaning towards an IPSec tunnel carrying L2TPV3 which would terminate to a VLAN int on our 2911 here at our main office Anyone currently doing this now or have any other ideas to securely carry this traffic as a backup connection Solved Go to Solution,Hi IPsec should work just fine HTH RVCE Hi I think IPsec is a good solution for secondary connectivity Regards Deepak Kumar RVCE Hi IPsec should work just fine HTH RVCE Hi I think IPsec is a good solution for secondary connectivity Regards Deepak Kumar
4G LTE MME Configuration,HelloI am looking to understand how the Cisco MME works I read the admin guide starOS 217 there are multiple configurations for LTE policy mme service and context etc I am looking to understand how they are combined and how things flowSorry for the not so technical language I am just getting started with this and need all the help I can getI would be grateful if you can share any related content or share your experience,
Basic Improvements on Network,Hello all I am new in a networking job and i have noticed some misconfigurations For example i checked the time on L3 switch and i noticed that is completely wrongAlso on some interfaces i saw that the below configuration which it doesnt seem to be correct switchport access vlan 80 switchport trunk native vlan 80 switchport trunk allowed vlan 8081 switchport mode trunk switchport voice vlan 81 spanningtree portfast Can you please suggest me some other basicinitial improvements that i have to check and fix them Is there something like a guide for such cases in order to have it a reference Thank you in advanceGiannis Solved Go to Solution,Hi there Certainly having your switches synced with the same NTP would be a good idea Regarding the interface config you have shared it is perfectly valid The switchport access xx is redundant config whilst the switchport mode is trunk It will not affect its operation If you want a good guide to get stuck into take a look at this No doubt you will find plenty to implement  httpswwwciscocomcenussupportdocsipaccesslists1360821html cheers Seb RVCE Hi anousakisioannisI would suggest Cisco best practices documents for improvements regarding your network Security and basic configuration wise the Cisco Guide to Harden Cisco IOS Devices is a good starthttpswwwciscocomcenussupportdocsipaccesslists1360821htmlanc47HTH RVCE Hi there Certainly having your switches synced with the same NTP would be a good idea Regarding the interface config you have shared it is perfectly valid The switchport access xx is redundant config whilst the switchport mode is trunk It will not affect its operation If you want a good guide to get stuck into take a look at this No doubt you will find plenty to implement  httpswwwciscocomcenussupportdocsipaccesslists1360821html cheers Seb RVCE Hello Seb Thank you for your fast response It seems a good document to start Regarding the interface configuration this port is working as a trunk right And when you say redundant do you mean that if i disable trunking will be access Regards Giannis RVCE Yes the port is working as a trunk Use the following command to confirm sh int switchportname switchport this will show you the operational mode You can only have one switchport mode listed at any one time they will replace each other in the config It is redundant as it serves no purpose whilst the operational mode of the switchport is not access cheers Seb RVCE Clear Thank you very muchGiannis RVCE Hi anousakisioannisI would suggest Cisco best practices documents for improvements regarding your network Security and basic configuration wise the Cisco Guide to Harden Cisco IOS Devices is a good starthttpswwwciscocomcenussupportdocsipaccesslists1360821htmlanc47HTH RVCE Thank you Konstantinos
ASR 1K Memory,HiI have a question regarding ASR1K memory I usually use show proc mem to see how much memory is used by the router Below is the output from my ASR1KASR1Ksh proc memProcessor Pool Total 724922940 Used 258733288 Free 466189652 lsmpiio Pool Total 6295088 Used 6294116 Free 972 PID TTY Allocated Freed Holding Getbufs Retbufs Process 0 0 208666732 24488932 158210132 43855 172941389 Init 0 0 0 768105176 0 1844 1844 Sched 0 0 1270667772 1436386948 19106888 14278 13611 Dead 0 0 0 0 589992 0 0 MallocLite 1 0 585964 0 603160 0 0 Chunk Manager 2 0 236 236 11196 0 0 Load Meter 3 0 1818002528 1812700144 30216 44975408 44975408 IP SNMP 4 0 0 0 17196 0 0 Retransmission o 5 0 35016 0 17196 0 0 IPC ISSU DispatcI have few questions for above output1 There are two memory Processor Pool and lsmpiio pool can anyone tell the difference2 Why is my lsmpiio pool memory is used up I only have 972 byte left and what can I do to free up the memoryAnother thing is there is a command show platform software status controlprocessor brief Below is the output on my routerASR1Kshow platform software status controlprocessor brief Load Average Slot Status 1Min 5Min 15Min RP0 Healthy 000 009 015 ESP0 Healthy 000 000 000 SIP0 Healthy 000 000 000Memory kB Slot Status Total Used Pct Free Pct Committed Pct RP0 Healthy 1824960 1775944 97 49016 3 1476032 81 ESP0 Healthy 3887632 607448 16 3280184 84 2557700 66 SIP0 Healthy 477712 409444 86 68268 14 339324 71CPU Utilization Slot CPU User System Nice Idle IRQ SIRQ IOwait RP0 0 130 120 000 9749 000 000 000 ESP0 0 030 040 000 9930 000 000 000 SIP0 0 050 030 000 9910 000 010 000Few questions for above output1 why is the memory usage different the memory part with this command it shows that RP0 memory is already used 97 while using the previous command the value is different2 how can I see which process caused this because I think I will want to shut that processI have read this document httpwwwciscocomenUSproductsps9343productstechnote09186a0080af252ashtml but I still do not understand It does not explain the output one by oneRegardsPrima,Anyone RVCE Did you get any solution  Is it a bug  Although in show platform software status controlprocessor brief RP0 usage shows 97 percent its showing in healthy state We are having the same issue RVCE Hello this is only a partial answer excerpt from the document linked below 2 Why is my lsmpiio pool memory is used up I only have 972 byte left and what can I do to free up the memory On the ASR1K platform the lsmpiio pool has little free memory generally less than 1000 bytes which is normal Cisco recommends that you disable monitoring of the LSMPI pool by the network management applications in order to avoid false alarms httpswwwciscocomcenussupportdocsroutersasr1000seriesaggregationservicesrouters116777technoteproduct00html RVCE I was having similar issue and as per Cisco as long as committed memory is below threshold nothing to worry about The threshold values vary from module to module Generally speaking the range is healthy Under 9095 Warning 90 95 Critical 95  100 Response in our case  The high used memory in “show platform software status control” does not mean there’s a problem with the memory The kernel will use free memory space to grow it’s cache which will lead to the high Used memory utilization over time These cache memory can be claimed by any kernel process when it’s needed Actually the system is tracking the “committed” memory utilization on memory health The commited memory is an estimate of how much memory you need to make sure the system does not run out of memory for current workload The kernel will over commits the memory like Linux At the moment although the committed memory is at 89 it is still below the threshold hence it reported healthy memory state in RP 
Multicast flooding on ABRASBR in OSPF and EIGRP,Hello I am trying to find information on default behavior of these protocols when configured basically in default state What am I trying to find out is how will the ABRASBR react to recieving a multicast flooding datagram Will it flood to next AS  Or will it drop the packet  Can anybody give me a source for this information aswell ,
Cisco 2851 Router cannot get to 95mbps download,Cisco 2851 Router I know the throughput is only 112mbpsI had 20mbps service and everything was working fineI upgraded to 100mbps service and I get only 27mbps down and 10mbps upload Here are the things I triedI shutdown the IPS module and that made no differenceI connected straight to my computer and I get 95mbps10mbps everytimeI have a SB6183 modem going to the Cisco 2851Router going to a Netgear GS724Tv4 ProSafe SwitchEverything on the net work runs a Gigiabit Speeds So I am stumpedI thank you all in advance for any help Here is my config file Last configuration change at 135901 CDT Fri Mar 30 2018 by scorpion NVRAM config last updated at 135907 CDT Fri Mar 30 2018 by scorpion NVRAM config last updated at 135907 CDT Fri Mar 30 2018 by scorpionversion 151no service padservice tcpkeepalivesinservice tcpkeepalivesoutservice timestamps debug datetime msec localtime showtimezoneservice timestamps log datetime msec showtimezoneservice passwordencryptionservice sequencenumbershostname bootstartmarkerbootendmarkersecurity authentication failure rate 3 logsecurity passwords minlength 6logging countno logging bufferedno logging ratelimitenable secret 5 enable password 7 no aaa newmodelno process cpu extended historyno process cpu autoprofile hogclock timezone CST 6 0clock summertime CDT recurringdot11 syslogip sourcerouteno ip gratuitousarpsip cefno ip bootp serverip domain name ip host  ip nameserver ip nameserver ip nameserver ip nameserver ip inspect name protocol dnsip inspect name protocol ftpip inspect name protocol httpip inspect name protocol httpsip inspect name protocol icmpip inspect name protocol tcpip inspect name protocol udpno ipv6 cefmultilink bundlename authenticatedvoicecard 0crypto pki token default removal timeout 0license udi pid CISCO2851 sn username  privilege 15 secret 5 redundancyip tcp synwaittime 10ip ssh authenticationretries 5ip ssh port  rotary 1ip ssh rsa keypairname ip ssh logging eventsip ssh version 2ip ssh dh min size 4096 buffers tune automaticinterface GigabitEthernet00 description INSIDE ip address   ip accessgroup 100 in no ip redirects no ip unreachables ip nbar protocoldiscovery ip flow ingress ip flow egress ip nat inside ip virtualreassembly in duplex auto speed auto no cdp enable no mop enabledinterface GigabitEthernet01 description OUTSIDE ip address dhcp hostname  ip accessgroup 101 in ip maskreply no ip redirects no ip unreachables no ip proxyarp ip nbar protocoldiscovery ip flow ingress ip flow egress ip nat outside ip inspect protocol out ip virtualreassembly in duplex auto speed auto idsservicemodule monitoring inline accesslist 101 ntp disable no cdp enable no mop enabledinterface ATM000 no ip address shutdown no atm ilmikeepaliveinterface IDSSensor10 ip address   servicemodule failopen servicemodule heartbeatreset disable holdqueue 60 outip forwardprotocol ndip http serverip http accessclass 2ip http authentication localip http secureserverip flowexport version 5ip flowexport destination  ip flowtoptalkers top 200 sortby bytes cachetimeout 250ip nat inside source list 1 interface GigabitEthernet01 overloadip accesslist extended DenyStdSSH deny tcp any any eq 22 permit tcp any any eq  loglogging trap debugginglogging sourceinterface GigabitEthernet00logging accesslist 1 remark INSIDEIFGigabitEthernet00accesslist 1 permit 19216800 000255accesslist 100 remark  GigabitEthernet00 SCORPNET accesslist 100 deny ip host 255255255255 anyaccesslist 100 deny ip 127000 0255255255 anyaccesslist 100 permit ip any anyaccesslist 100 remark accesslist 101 remark  GigabitEthernet01 SPECTRUM accesslist 101 remark  SPECTRUM DHCP accesslist 101 permit udp any eq bootps any eq bootpc logaccesslist 101 remark accesslist 101 remark  DNS accesslist 101 permit udp any eq domain anyaccesslist 101 permit tcp any eq domain anyaccesslist 101 remark accesslist 101 remark  CISCO IPS MONITORING accesslist 101 permit tcp any eq www anyaccesslist 101 remark accesslist 101 remark  SSH ALTERNATE PORT accesslist 101 permit tcp any any eq  logaccesslist 101 remark accesslist 101 remark  PLEX MEDIA SERVER accesslist 101 permit tcp any any eq  logaccesslist 101 remark accesslist 101 remark  FTPS Explicit Passive accesslist 101 permit tcp any any eq  logaccesslist 101 permit tcp any any eq accesslist 101 permit tcp any any eq accesslist 101 permit tcp any any eq accesslist 101 permit tcp any any eq accesslist 101 permit tcp any any eq accesslist 101 permit tcp any any eq accesslist 101 remark accesslist 101 remark  SFTP SSH accesslist 101 permit tcp any any eq  logaccesslist 101 remark accesslist 101 remark  SOFTETHER VPN accesslist 101 permit tcp any any eq  logaccesslist 101 permit udp any any eq  logaccesslist 101 remark accesslist 101 remark  DAMEWARE accesslist 101 permit tcp any any eq  logaccesslist 101 remark accesslist 101 remark  XBOX LIVE accesslist 101 permit tcp any any eq wwwaccesslist 101 permit tcp any any eq 3074accesslist 101 permit udp any any eq 88accesslist 101 permit udp any any eq isakmpaccesslist 101 permit udp any any eq 3074accesslist 101 permit udp any any eq 3544accesslist 101 permit udp any any eq non500isakmpaccesslist 101 remark accesslist 101 remark  ICMP accesslist 101 permit icmp any any parameterproblemaccesslist 101 permit icmp any any netunreachableaccesslist 101 permit icmp any any hostunreachableaccesslist 101 permit icmp any any portunreachableaccesslist 101 permit icmp any any packettoobigaccesslist 101 permit icmp any any administrativelyprohibitedaccesslist 101 permit icmp any any ttlexceededaccesslist 101 permit icmp any any echoreplyaccesslist 101 permit icmp any any echoaccesslist 101 deny icmp any any logaccesslist 101 remark accesslist 101 deny ip 10000 0255255255 anyaccesslist 101 deny ip 127000 0255255255 anyaccesslist 101 deny ip 1721600 015255255 anyaccesslist 101 deny ip 19216800 00255255 anyaccesslist 101 deny ip 224000 31255255255 anyaccesslist 101 deny ip host 0000 anyaccesslist 101 deny ip host 255255255255 anyaccesslist 101 deny ip any any logno cdp runcontrolplanemgcp profile defaultline con 0 exectimeout 60 0 login local transport preferred none transport output telnetline aux 0 exectimeout 0 1 no execline 66 no activationcharacter no exec transport preferred none transport input telnet ssh transport output telnet stopbits 1 speed 115200line vty 0 4 accessclass DenyStdSSH in exectimeout 20 0 privilege level 15 password 7  login local rotary 1 transport preferred ssh transport input ssh transport output telnet sshscheduler allocate 20000 1000ntp loggingntp updatecalendarntp server  prefer source GigabitEthernet00end Solved Go to Solution,Hello try the extremely simplified config below Since the 2851 is not an edge device you dont need a lot of the security stuff Important parts are marked in bold  Last configuration change at 135901 CDT Fri Mar 30 2018 by scorpion NVRAM config last updated at 135907 CDT Fri Mar 30 2018 by scorpion NVRAM config last updated at 135907 CDT Fri Mar 30 2018 by scorpionversion 151no service padservice tcpkeepalivesinservice tcpkeepalivesoutservice timestamps debug datetime msec localtime showtimezoneservice timestamps log datetime msec showtimezoneservice passwordencryptionservice sequencenumbershostname bootstartmarkerbootendmarkersecurity authentication failure rate 3 logsecurity passwords minlength 6logging countno logging bufferedno logging ratelimitenable secret 5 enable password 7 no aaa newmodelno process cpu extended historyno process cpu autoprofile hogclock timezone CST 6 0clock summertime CDT recurringdot11 syslogip sourcerouteno ip gratuitousarpsip cefno ip bootp serverip domain name ip host  ip nameserver ip nameserver ip nameserver ip nameserver no ipv6 cefmultilink bundlename authenticatedvoicecard 0crypto pki token default removal timeout 0license udi pid CISCO2851 sn username  privilege 15 secret 5 redundancyip tcp synwaittime 10ip ssh authenticationretries 5ip ssh port  rotary 1ip ssh rsa keypairname ip ssh logging eventsip ssh version 2ip ssh dh min size 4096 buffers tune automaticinterface GigabitEthernet00 description INSIDE ip address   no ip redirects no ip unreachables ip nat inside ip virtualreassembly in duplex auto speed auto no cdp enable no mop enabledinterface GigabitEthernet01 description OUTSIDE ip address dhcp ip maskreply no ip redirects no ip unreachables no ip proxyarp ip nat outside ip virtualreassembly in duplex auto speed auto ntp disable no cdp enable no mop enabledinterface ATM000 no ip address shutdown no atm ilmikeepaliveinterface IDSSensor10 ip address   servicemodule failopen servicemodule heartbeatreset disable holdqueue 60 outip forwardprotocol ndip http serverip http accessclass 2ip http authentication localip http secureserverip nat inside source list 1 interface GigabitEthernet01 overloadip route 0000 0000 GigabitEthernet01 dhcpip accesslist extended DenyStdSSH deny tcp any any eq 22 permit tcp any any eq  loglogging trap debugginglogging sourceinterface GigabitEthernet00logging accesslist 1 remark INSIDEIFGigabitEthernet00accesslist 1 permit 19216800 000255controlplanemgcp profile defaultline con 0 exectimeout 60 0 login local transport preferred none transport output telnetline aux 0 exectimeout 0 1 no execline 66 no activationcharacter no exec transport preferred none transport input telnet ssh transport output telnet stopbits 1 speed 115200line vty 0 4 accessclass DenyStdSSH in exectimeout 20 0 privilege level 15 password 7  login local rotary 1 transport preferred ssh transport input ssh transport output telnet sshscheduler allocate 20000 1000ntp loggingntp updatecalendarntp server  prefer source GigabitEthernet00end RVCE Hello I assume your SurfBoard is doing the NAT  What if you connect the Cisco directly to the Internet that is leaving the SB out  RVCE Yes the SB6183 is doing the nat I cant do that because the Router does not have a coax cable module in it I double checked everything again and it is all okI just dont understand this RVCE Hello try the extremely simplified config below Since the 2851 is not an edge device you dont need a lot of the security stuff Important parts are marked in bold  Last configuration change at 135901 CDT Fri Mar 30 2018 by scorpion NVRAM config last updated at 135907 CDT Fri Mar 30 2018 by scorpion NVRAM config last updated at 135907 CDT Fri Mar 30 2018 by scorpionversion 151no service padservice tcpkeepalivesinservice tcpkeepalivesoutservice timestamps debug datetime msec localtime showtimezoneservice timestamps log datetime msec showtimezoneservice passwordencryptionservice sequencenumbershostname bootstartmarkerbootendmarkersecurity authentication failure rate 3 logsecurity passwords minlength 6logging countno logging bufferedno logging ratelimitenable secret 5 enable password 7 no aaa newmodelno process cpu extended historyno process cpu autoprofile hogclock timezone CST 6 0clock summertime CDT recurringdot11 syslogip sourcerouteno ip gratuitousarpsip cefno ip bootp serverip domain name ip host  ip nameserver ip nameserver ip nameserver ip nameserver no ipv6 cefmultilink bundlename authenticatedvoicecard 0crypto pki token default removal timeout 0license udi pid CISCO2851 sn username  privilege 15 secret 5 redundancyip tcp synwaittime 10ip ssh authenticationretries 5ip ssh port  rotary 1ip ssh rsa keypairname ip ssh logging eventsip ssh version 2ip ssh dh min size 4096 buffers tune automaticinterface GigabitEthernet00 description INSIDE ip address   no ip redirects no ip unreachables ip nat inside ip virtualreassembly in duplex auto speed auto no cdp enable no mop enabledinterface GigabitEthernet01 description OUTSIDE ip address dhcp ip maskreply no ip redirects no ip unreachables no ip proxyarp ip nat outside ip virtualreassembly in duplex auto speed auto ntp disable no cdp enable no mop enabledinterface ATM000 no ip address shutdown no atm ilmikeepaliveinterface IDSSensor10 ip address   servicemodule failopen servicemodule heartbeatreset disable holdqueue 60 outip forwardprotocol ndip http serverip http accessclass 2ip http authentication localip http secureserverip nat inside source list 1 interface GigabitEthernet01 overloadip route 0000 0000 GigabitEthernet01 dhcpip accesslist extended DenyStdSSH deny tcp any any eq 22 permit tcp any any eq  loglogging trap debugginglogging sourceinterface GigabitEthernet00logging accesslist 1 remark INSIDEIFGigabitEthernet00accesslist 1 permit 19216800 000255controlplanemgcp profile defaultline con 0 exectimeout 60 0 login local transport preferred none transport output telnetline aux 0 exectimeout 0 1 no execline 66 no activationcharacter no exec transport preferred none transport input telnet ssh transport output telnet stopbits 1 speed 115200line vty 0 4 accessclass DenyStdSSH in exectimeout 20 0 privilege level 15 password 7  login local rotary 1 transport preferred ssh transport input ssh transport output telnet sshscheduler allocate 20000 1000ntp loggingntp updatecalendarntp server  prefer source GigabitEthernet00end RVCE OkI followed your instructions and I got 104mbps103mbps105mbps105mbps So I will be the first to admit that I am still learning my way around Cisco Routersexpecially when it comes to config filesdo you have a suggestion as to where I should proceed from here I am curious about these two lines should they both be in there ip nat inside source list 1 interface GigabitEthernet01 overloadip route 0000 0000 GigabitEthernet01 dhcp this is the dfault route then RVCE Hello glad that you got the speed up Basically anything like access llists IDS etc you configure the router with that goes on top of basic connectivity slows it down since it has to be processed ip nat inside source list 1 interface GigabitEthernet01 overload  this just means that everything defined in access list 1 gets translated to the IP address of interface GigabitEthernet01ip route 0000 0000 GigabitEthernet01 dhcp  this sends all traffic to the SurfBoard The dhcp keyword is basically the same as putting an IP address as the next hop in the static route statement but since you dont know the address dhcp is used Defining an IP address as the next hop is usually faster than defining an interface since in the latter case the router has to ARP for the next hop RVCE okI did some reading and I understand that thanks for the explaination Now I tried to add just a little of my access list and it broke everything I added just the following  accesslist 1 remark INSIDEIFGigabitEthernet00accesslist 1 permit 19216800 000255accesslist 100 remark  GigabitEthernet00 SCORPNET accesslist 100 deny ip host 255255255255 anyaccesslist 100 deny ip 127000 0255255255 anyaccesslist 100 permit ip any anyaccesslist 101 remark accesslist 101 remark  GigabitEthernet01 SPECTRUM accesslist 101 remark  SPECTRUM DHCP accesslist 101 permit udp any eq bootps any eq bootpc log I have been doing more reading but I dont know why this would break it It need the SPECTRUM DHCP well so it allows port 6768 to do the dhcp RVCE Hello basically an access list has an implicit deny so anything you do not explicitly allow will be blocked Where is the Spectrum located that is what is the IP address  You can also use the Cisco as DHCP server by adding the below ip dhcp excludedaddress 19216801  ip dhcp pool LAN network 19216800 2552552550 dnsserver 8888 8844 defaultrouter 19216801 lease 3 RVCE Hi I use fixed IP Address on my LAN because I only have a few devices As far as the few things I did add I just dont know why they break everythingThe config I had sent here was working fine when I had the 20mps1mps servicethen when I upgraded to the 100mbps10mbps everything went nutsthankfully you pointed me in the right directionwith the basic config file I got the speeds back But when I add the just this part it all dies The Spectrum part allows them to do dhcp ports 6768 but if I add it no good The  GigiabitEthernet00 Scorpnet  is for my internal network which also breaks it accesslist 100 remark  GigabitEthernet00 SCORPNET accesslist 100 deny ip host 255255255255 anyaccesslist 100 deny ip 127000 0255255255 anyaccesslist 100 permit ip any anyaccesslist 101 remark accesslist 101 remark  GigabitEthernet01 SPECTRUM accesslist 101 remark  SPECTRUM DHCP accesslist 101 permit udp any eq bootps any eq bootpc log RVCE I have everything running again I get a consistant 118Mbps down and 12Mbps up  Thanks alot for the help
Monitor total throughout  ISR4K,Hi is there a way to monitor the actual platform hardware throughput level on an ISR4K Cheers Jp,show platform hardware throughput level RVCE Hi Hector that just shows the total that can be used Not the actual amount being used RVCE The command that is closest to real time throughput utilization for the ISR 4400 family is show platform hardware qfp active datapath utilization RVCE Thanks is there an OID for this so I can graph it over time RVCE When comparing with the throughput license do you only count either input or output I imagine 100Mbps through the qfp is what is licensed Thanks And yes an OID would be nice
Nexus Sup1 upgrade from 628 to 6216,Hi guysthe plan is to upgrade nexus sup1 from 628 to 6216i have run the install command as per below and it looks i can do direct upgradeThe result is good there is no incompatibility issue However when i check the upgrade guide for direct upgrade to 6216 the minimum version is 628aCisco Nexus 7000 Series NXOS Software Upgrade and Downgrade Guide Release 6x  Cisco Current ReleaseReleases That Support Direct ISSU to the Current ReleaseISSDNXOS Release 6218628a 628b 6210 6212 6214 6216No SupportNXOS Release 6216628a 628b 6210 6212 6214No Support Questions1 can i perform direct upgrade from 628 to 6216 using ISSU or i need to upgrade to supported version first ie 628a 2 If i use manual upgrade can i directly upgrade to 8216 version normally how long is the down time thanks guys,Hi Yes you can go directly to 6216 2 If i use manual upgrade can i directly upgrade to 8216 version normally how long is the down time I would plan on upgrading the switch manually The boot time should not exceed 15 minutes so you just need a short window HTH
Cisco QoS  how to use traffic shaping for interface and bandwidthpriority for classes,I have VPLS MPLS which looks like a layer 2 switch to me carrier networks and Im currently developing QoS policies for them I have some sites with a 1000 physical link and CIRs like 50 mb 100 mb etc I need to do traffic shaping on these with a service policy otherwise I get drops and less performance with many traffic types The challenge is that as Im implementing various traffic classes in my QoS policy I it seems I can no longer traffic shape the entire physical interface to 50 mbps for example Instead I have to shape per traffic class which is really not what I want to do I would like to be able to shape the entire interface to 50 mbps then alot traffic types 30 20 of that etc and allow them to use more if it is available I am also using the priority queue for VoIP and I know it cant use extra available bandwidth since it is the priority queue Is there a way to do this while also shaping the entire interface I appreciate any tips,Hi Which router are you using and IOS version What config did you apply when saying you cant do shaping on interface Can you share your config I mean we always do HQOS with 1 policymap shaping the physical interface and then calling a 2nd policymap on which you define every classes When youre saying you cant shape the interface do you have any error message or how you determine shaping isnt working ThanksFrancescoPS Please dont forget to rate and select as validated answer if this answered your question RVCE Francesco Thank for the reply I guess I just wasnt familier with this type of nested QoS Im using mostly ISR 4Ks with IOS XE 031606 and ASRs with IOS XE 031603 So is the preferred best practice method is to do something like this interface GigabitEthernet000 servicepolicy output 50mbpsShape   policymap 50mbpsShape class classdefault shape average 50000000 servicepolicy QOS policymap QOS class VOIP priority percent 10 set cos 5 class CLASS2 bandwidth percent 40 set cos 4 etc RVCE Yes this is best practices because I mean you want to shape globally but want to define different type of bandwidth per class right But using just the shape in class default should work also ThanksFrancescoPS Please dont forget to rate and select as validated answer if this answered your question RVCE Your on the right track as also confirmed by FrancescoA couple of things to be aware of WAN providers count bandwidth at L2 but Its my belief that many Cisco shapers only count bandwidth at L3 If you find this true on your device you may want to shape at about 15 slower or whatever you think best represents your average L2 overheadYou might ask whether your provider is willing to tell you what they use for Bc andor Tc If they do you can configure your shaper to more accurately conform with how they enforce your CIRYour policy is setting CoS which is unusual unless you have a tagged VLAN handoffBTW for I am also using the priority queue for VoIP and I know it cant use extra available bandwidth since it is the priority queue thats not always true on Cisco devices On many the implicit policer only engages if PQ packets are queued
Two remote site at a different locations havong a same subnet,Hi I still confused on how to implement this Currently we have to remote site having a same subnet 1921681x24 Both sites using the same subnet and we need to connect to this site Both site will terminated at our CE router in their country From my site our CE to their CE routed via BGP using same ISP SITE A  1921681024SITE B  1921681024 we need to connect to both sites from our HQ office here Can this be done,Good morning You cant advertise two identical subnets onto the same common network youll cause yourself a world of pain There are two options ReIP one of the sites to remove the conflict or You could look to NAT one of the subnets to an alternative IP address range Cisco have written a handy document that will help you if you look to attack this issues with option 2 The link is below httpswwwciscocomcenussupportdocsipnetworkaddresstranslationnat137743html Thanks Simon RVCE Hi Simon Thanks for the very helpfull information Our customer is on production for more than ten years and now they have to connect to our office in Kuala Lumpur Ive been thinking about onetoone NAT and also parent  child VRF which I think is quite complicated Since the connection to our office is via mpls VRF might be the best way to solved this Regards Hakim Kipli RVCE You need to tie the sites together using L2 NB there are some technologies which allow L2 across L3 RVCE Hi Jason Thanks for the information Technically how this can be done based on your suggestion Your idea would help me a lot in this implementation Thanks HAKIM KIPLI RVCE Hi JasonWere you directing this question to meIf so technologies like L2TPv3
Switching capacity versus Forwarding  performance on a switch,Hi every one Please consider the following example httpswwwcdwcomproductCiscoCatalyst385012SS12PortFastEthernetSwitch3378941PO 1Above what should we go by Switching capacity or forwarding performance of 684 Mpps when deciding if the switch can support provide desired forwarding rate Forwarding performanceWhat packet size is considered in computing this value of 684 Mpps For example is it Jumbo frame or 64 packet size  For example If we have to look for a switch that can support 40 GIG forwarding rate and if we look at 68Mpps only  we can arrive at two different conclusions Packet size 64byte684x64 Mbytesec or around 35gsecSwitch can not support our target rate Packet size 9000 byte684x9000 M bytesec or 615 gsec Switch exceeds our target rate Appreciated  Have a nice weekend Solved Go to Solution,Hi Sarah It appears that they have used a 1000 byte frame as the baseline to measure the total capacity of this particular switch So 68000000010006800000000000 which is equal to 68 Gbps If you use a 64byte frame as the baseline with about 26 bytes of overhead for a total of 90 bytes that number is much lower for a 12 port 1Gig fiber switch full duplex 1Gig in and 1Gig out Thanks Reza RVCE 1Above what should we go by Switching capacity or forwarding performance of 684 Mpps when deciding if the switch can support provide desired forwarding rateYou need to reference bothWhat packet size is considered in computing this value of 684 Mpps For example is it Jumbo frame or 64 packet size Vendor needs to note which NB Generally today vendors quote PPS for minimum sized Ethernet packets  but do keep in mind PPS requirements vary based on packet size and medium RVCE Hi Sarah It appears that they have used a 1000 byte frame as the baseline to measure the total capacity of this particular switch So 68000000010006800000000000 which is equal to 68 Gbps If you use a 64byte frame as the baseline with about 26 bytes of overhead for a total of 90 bytes that number is much lower for a 12 port 1Gig fiber switch full duplex 1Gig in and 1Gig out Thanks Reza RVCE 1Above what should we go by Switching capacity or forwarding performance of 684 Mpps when deciding if the switch can support provide desired forwarding rateYou need to reference bothWhat packet size is considered in computing this value of 684 Mpps For example is it Jumbo frame or 64 packet size Vendor needs to note which NB Generally today vendors quote PPS for minimum sized Ethernet packets  but do keep in mind PPS requirements vary based on packet size and medium
